order_item_id,order_id,product_id,quantity,unit_price,discount_percent,line_total
2758,913,17,4,975.57,10,3512.05
2759,913,81,4,984.42,10,3543.91
2760,914,84,2,429.82,15,730.69
2761,914,187,1,547.71,0,547.71
2762,915,145,4,737.46,5,2802.35
2763,915,28,3,248.37,10,670.6
2764,915,92,4,199.89,15,679.63
2765,915,109,1,583.94,15,496.35
2766,915,176,4,838.13,15,2849.64
2767,916,152,1,424.6,10,382.14
2768,916,102,2,530.99,5,1008.88
2769,917,35,3,454.68,15,1159.43
2770,917,151,4,325.37,10,1171.33
2771,917,155,3,1424.92,0,4274.76
2772,917,148,1,50.18,0,50.18
2773,918,13,3,1059.81,15,2702.52
2774,919,148,2,50.18,10,90.32
2775,919,5,2,978.33,0,1956.66
2776,920,139,4,105.7,20,338.24
2777,921,74,3,1077.13,15,2746.68
2778,921,44,3,1135.35,20,2724.84
2779,921,167,3,695.01,20,1668.02
2780,922,186,2,899.22,20,1438.75
2781,922,118,3,323.17,15,824.08
2782,922,150,3,697.93,20,1675.03
2783,922,95,3,1327.36,20,3185.66
2784,922,113,2,998.45,20,1597.52
2785,923,152,1,424.6,5,403.37
2786,924,19,4,1035.36,20,3313.15
2787,924,113,1,998.45,5,948.53
2788,925,136,4,125.45,0,501.8
2789,925,139,4,105.7,0,422.8
2790,925,49,3,1359.08,20,3261.79
2791,926,77,2,1494.18,15,2540.11
2792,926,68,4,880.42,5,3345.6
2793,926,85,4,955.01,20,3056.03
2794,926,26,1,336.79,0,336.79
2795,926,69,2,1441.56,5,2738.96
2796,927,54,3,705.87,15,1799.97
2797,928,30,4,1456.91,20,4662.11
2798,928,199,1,1421.91,10,1279.72
2799,928,21,3,607.74,20,1458.58
2800,928,148,1,50.18,0,50.18
2801,928,63,2,13.21,0,26.42
2802,929,120,3,771.65,5,2199.2
2803,929,148,4,50.18,15,170.61
2804,929,13,2,1059.81,5,2013.64
2805,929,95,3,1327.36,0,3982.08
2806,930,191,1,517.65,15,440.0
2807,930,130,1,1204.11,10,1083.7
2808,930,138,2,354.58,5,673.7
2809,931,6,1,888.01,20,710.41
2810,931,192,2,721.82,20,1154.91
2811,931,191,1,517.65,0,517.65
2812,931,32,2,1155.21,20,1848.34
2813,932,147,3,1262.35,5,3597.7
2814,932,122,3,1229.45,10,3319.52
2815,933,63,4,13.21,0,52.84
2816,934,16,1,539.35,20,431.48
2817,934,177,1,1082.91,0,1082.91
2818,934,136,3,125.45,10,338.72
2819,934,84,1,429.82,5,408.33
2820,934,137,3,486.37,5,1386.15
2821,935,53,4,154.43,5,586.83
2822,935,103,4,993.45,15,3377.73
2823,935,18,2,374.77,15,637.11
2824,935,88,1,1158.97,5,1101.02
2825,936,131,4,482.77,20,1544.86
2826,936,185,2,1110.52,5,2109.99
2827,936,154,3,344.09,5,980.66
2828,937,16,3,539.35,15,1375.34
2829,937,181,1,834.67,10,751.2
2830,937,2,3,1018.28,15,2596.61
2831,937,161,2,305.51,0,611.02
2832,937,86,3,1358.95,15,3465.32
2833,938,62,2,328.48,10,591.26
2834,938,150,3,697.93,0,2093.79
2835,938,125,1,118.51,15,100.73
2836,938,146,3,589.4,5,1679.79
2837,939,174,2,280.94,20,449.5
2838,939,158,2,914.8,15,1555.16
2839,939,11,4,1459.94,5,5547.77
2840,939,169,4,1380.23,0,5520.92
2841,940,140,4,629.5,15,2140.3
2842,940,153,4,132.04,0,528.16
2843,941,64,1,1179.84,15,1002.86
2844,941,76,3,1404.24,10,3791.45
2845,941,46,1,682.71,15,580.3
2846,942,9,1,576.09,20,460.87
2847,943,83,3,1335.67,15,3405.96
2848,943,163,3,1196.38,0,3589.14
2849,943,53,3,154.43,0,463.29
2850,943,86,1,1358.95,5,1291.0
2851,944,140,1,629.5,10,566.55
2852,944,1,2,419.79,15,713.64
2853,944,35,4,454.68,5,1727.78
2854,944,126,4,1047.57,5,3980.77
2855,944,55,1,1476.41,10,1328.77
2856,945,174,1,280.94,20,224.75
2857,945,70,2,111.26,20,178.02
2858,945,117,3,458.42,5,1306.5
2859,946,148,4,50.18,20,160.58
2860,947,108,4,1181.78,15,4018.05
2861,948,178,1,1039.01,20,831.21
2862,948,194,2,1218.6,5,2315.34
2863,948,169,3,1380.23,20,3312.55
2864,949,117,3,458.42,0,1375.26
2865,949,196,2,1188.2,10,2138.76
2866,949,70,4,111.26,5,422.79
2867,949,82,4,164.34,0,657.36
2868,949,194,4,1218.6,10,4386.96
2869,950,6,4,888.01,20,2841.63
2870,950,165,1,518.43,0,518.43
2871,951,70,1,111.26,5,105.7
2872,951,199,3,1421.91,5,4052.44
2873,951,185,1,1110.52,20,888.42
2874,951,197,4,1363.67,5,5181.95
2875,952,121,2,432.84,5,822.4
2876,952,114,2,1003.67,15,1706.24
2877,952,167,3,695.01,15,1772.28
2878,952,192,4,721.82,0,2887.28
2879,952,92,3,199.89,0,599.67
2880,953,184,1,1116.89,20,893.51
2881,953,3,1,638.66,10,574.79
2882,954,132,4,1081.72,0,4326.88
2883,954,164,2,648.28,20,1037.25
2884,955,102,3,530.99,10,1433.67
2885,955,35,2,454.68,0,909.36
2886,956,18,2,374.77,0,749.54
2887,956,168,1,787.4,10,708.66
2888,956,44,4,1135.35,15,3860.19
2889,957,2,3,1018.28,0,3054.84
2890,957,69,1,1441.56,0,1441.56
2891,958,177,1,1082.91,20,866.33
2892,958,152,2,424.6,5,806.74
2893,958,181,3,834.67,10,2253.61
2894,958,70,2,111.26,20,178.02
2895,959,16,4,539.35,20,1725.92
2896,960,26,2,336.79,10,606.22
2897,960,163,4,1196.38,0,4785.52
2898,960,37,4,1384.43,5,5260.83
2899,961,66,2,452.09,5,858.97
2900,961,148,3,50.18,0,150.54
2901,961,105,4,769.01,10,2768.44
2902,961,53,2,154.43,5,293.42
2903,962,4,2,762.98,5,1449.66
2904,962,68,4,880.42,0,3521.68
2905,962,178,1,1039.01,20,831.21
2906,963,14,4,1477.98,0,5911.92
2907,963,10,4,1212.62,5,4607.96
2908,963,50,1,364.63,15,309.94
2909,963,79,1,1320.11,5,1254.1
2910,963,98,4,1387.49,15,4717.47
2911,964,15,1,576.39,0,576.39
2912,964,39,3,1212.09,5,3454.46
2913,965,107,3,67.0,5,190.95
2914,965,185,4,1110.52,20,3553.66
2915,965,35,1,454.68,0,454.68
2916,965,18,3,374.77,15,955.66
2917,966,155,1,1424.92,15,1211.18
2918,966,81,2,984.42,5,1870.4
2919,966,8,3,330.82,20,793.97
2920,966,16,1,539.35,0,539.35
2921,967,56,2,515.56,0,1031.12
2922,967,158,4,914.8,5,3476.24
2923,967,119,2,490.15,0,980.3
2924,967,23,1,599.49,5,569.52
2925,968,98,4,1387.49,0,5549.96
2926,968,145,4,737.46,15,2507.36
2927,968,11,2,1459.94,5,2773.89
2928,968,191,1,517.65,0,517.65
2929,968,131,3,482.77,10,1303.48
2930,969,191,4,517.65,0,2070.6
2931,969,105,2,769.01,20,1230.42
2932,969,29,1,583.3,15,495.8
2933,970,117,3,458.42,10,1237.73
2934,971,105,2,769.01,5,1461.12
2935,971,14,3,1477.98,10,3990.55
2936,972,48,2,20.71,0,41.42
2937,972,93,4,1458.57,0,5834.28
2938,973,88,2,1158.97,20,1854.35
2939,973,47,3,41.34,0,124.02
2940,974,188,1,198.61,20,158.89
2941,974,171,3,375.79,10,1014.63
2942,975,122,1,1229.45,5,1167.98
2943,975,47,2,41.34,15,70.28
2944,975,97,3,273.81,10,739.29
2945,975,158,1,914.8,5,869.06
2946,976,121,1,432.84,15,367.91
2947,976,105,3,769.01,20,1845.62
2948,977,174,2,280.94,10,505.69
2949,978,178,3,1039.01,0,3117.03
2950,978,92,4,199.89,0,799.56
2951,978,150,2,697.93,0,1395.86
2952,979,148,1,50.18,10,45.16
2953,980,149,4,50.38,10,181.37
2954,980,24,4,218.05,10,784.98
2955,980,44,4,1135.35,20,3633.12
2956,980,111,4,812.29,20,2599.33
2957,980,139,4,105.7,5,401.66
2958,981,119,1,490.15,0,490.15
2959,981,98,3,1387.49,10,3746.22
2960,982,67,2,817.87,15,1390.38
2961,982,7,1,247.89,20,198.31
2962,982,131,1,482.77,20,386.22
2963,982,192,1,721.82,15,613.55
2964,983,159,1,254.01,15,215.91
2965,983,146,3,589.4,0,1768.2
2966,983,34,1,276.19,15,234.76
2967,984,189,2,1049.15,15,1783.56
2968,984,186,2,899.22,5,1708.52
2969,984,196,3,1188.2,5,3386.37
2970,984,136,3,125.45,20,301.08
2971,984,197,3,1363.67,20,3272.81
2972,985,70,2,111.26,0,222.52
2973,985,115,2,836.07,20,1337.71
2974,985,11,4,1459.94,10,5255.78
2975,985,130,3,1204.11,15,3070.48
2976,986,38,1,738.02,5,701.12
2977,986,183,1,384.59,5,365.36
2978,987,191,4,517.65,5,1967.07
2979,987,187,1,547.71,10,492.94
2980,988,1,2,419.79,0,839.58
2981,988,54,1,705.87,0,705.87
2982,988,195,1,186.49,20,149.19
2983,989,97,4,273.81,15,930.95
2984,989,64,2,1179.84,20,1887.74
2985,989,75,1,1010.82,20,808.66
2986,989,191,1,517.65,0,517.65
2987,989,183,1,384.59,0,384.59
2988,990,31,1,180.68,20,144.54
2989,990,104,1,113.44,15,96.42
2990,990,1,2,419.79,5,797.6
2991,991,176,2,838.13,15,1424.82
2992,991,127,4,987.53,20,3160.1
2993,992,100,1,1183.19,20,946.55
2994,993,77,4,1494.18,15,5080.21
2995,993,140,3,629.5,15,1605.22
2996,993,22,2,1315.79,0,2631.58
2997,994,6,3,888.01,5,2530.83
2998,995,112,1,114.26,5,108.55
2999,995,31,4,180.68,0,722.72
3000,996,134,1,1130.15,10,1017.14
3001,997,170,3,1240.34,10,3348.92
3002,998,129,3,840.53,5,2395.51
3003,998,37,1,1384.43,5,1315.21
3004,998,195,3,186.49,0,559.47
3005,999,93,2,1458.57,10,2625.43
3006,1000,72,4,69.22,0,276.88
3007,1000,106,4,181.86,10,654.7
3008,1001,148,3,50.18,20,120.43
3009,1001,156,3,365.43,15,931.85
3010,1001,153,4,132.04,15,448.94
3011,1001,65,2,1493.18,0,2986.36
3012,1002,15,2,576.39,10,1037.5
3013,1003,36,1,237.73,20,190.18
3014,1004,36,2,237.73,20,380.37
3015,1004,168,4,787.4,20,2519.68
3016,1005,1,2,419.79,0,839.58
3017,1005,39,3,1212.09,20,2909.02
3018,1005,101,1,1289.3,15,1095.9
3019,1006,177,4,1082.91,5,4115.06
3020,1006,84,3,429.82,5,1224.99
3021,1006,35,4,454.68,10,1636.85
3022,1007,57,4,293.41,0,1173.64
3023,1007,89,1,668.33,10,601.5
3024,1008,41,1,1467.2,20,1173.76
3025,1009,142,3,867.78,0,2603.34
3026,1009,180,1,372.52,15,316.64
3027,1010,161,2,305.51,10,549.92
3028,1011,145,4,737.46,0,2949.84
3029,1011,5,1,978.33,0,978.33
3030,1011,74,4,1077.13,20,3446.82
3031,1012,57,3,293.41,15,748.2
3032,1012,15,4,576.39,0,2305.56
3033,1013,22,2,1315.79,20,2105.26
3034,1014,134,4,1130.15,0,4520.6
3035,1014,37,1,1384.43,0,1384.43
3036,1015,52,4,372.07,0,1488.28
3037,1015,33,3,245.66,0,736.98
3038,1016,8,3,330.82,20,793.97
3039,1016,168,3,787.4,0,2362.2
3040,1017,189,3,1049.15,5,2990.08
3041,1017,110,3,1066.09,10,2878.44
3042,1017,112,4,114.26,0,457.04
3043,1017,193,3,120.38,5,343.08
3044,1018,113,2,998.45,10,1797.21
3045,1018,108,4,1181.78,0,4727.12
3046,1019,160,1,1394.04,10,1254.64
3047,1020,2,4,1018.28,5,3869.46
3048,1020,94,3,381.8,15,973.59
3049,1021,67,3,817.87,20,1962.89
3050,1021,61,4,1274.56,0,5098.24
3051,1022,105,3,769.01,0,2307.03
3052,1022,137,2,486.37,15,826.83
3053,1022,44,2,1135.35,15,1930.09
3054,1022,42,4,718.17,0,2872.68
3055,1023,101,4,1289.3,5,4899.34
3056,1023,108,2,1181.78,10,2127.2
3057,1023,181,1,834.67,20,667.74
3058,1023,100,4,1183.19,15,4022.85
3059,1023,90,4,176.69,20,565.41
3060,1024,160,4,1394.04,0,5576.16
3061,1024,76,2,1404.24,20,2246.78
3062,1024,122,1,1229.45,5,1167.98
3063,1025,4,1,762.98,20,610.38
3064,1025,10,3,1212.62,20,2910.29
3065,1025,106,4,181.86,10,654.7
3066,1026,33,3,245.66,10,663.28
3067,1026,61,2,1274.56,10,2294.21
3068,1027,79,4,1320.11,15,4488.37
3069,1028,40,4,1420.95,10,5115.42
3070,1028,29,3,583.3,5,1662.4
3071,1028,39,3,1212.09,10,3272.64
3072,1028,23,2,599.49,0,1198.98
3073,1028,87,4,641.13,10,2308.07
3074,1029,165,1,518.43,0,518.43
3075,1029,23,4,599.49,5,2278.06
3076,1029,197,1,1363.67,20,1090.94
3077,1030,119,1,490.15,15,416.63
3078,1030,64,2,1179.84,10,2123.71
3079,1031,87,3,641.13,20,1538.71
3080,1031,174,2,280.94,0,561.88
3081,1032,133,1,674.41,15,573.25
3082,1032,71,4,1412.98,10,5086.73
3083,1032,151,1,325.37,10,292.83
3084,1032,108,1,1181.78,0,1181.78
3085,1032,138,1,354.58,5,336.85
3086,1033,42,3,718.17,10,1939.06
3087,1034,169,3,1380.23,0,4140.69
3088,1034,192,2,721.82,5,1371.46
3089,1035,31,4,180.68,0,722.72
3090,1036,157,4,702.9,0,2811.6
3091,1036,191,2,517.65,15,880.0
3092,1036,136,2,125.45,0,250.9
3093,1037,99,1,1297.46,5,1232.59
3094,1037,14,1,1477.98,20,1182.38
3095,1037,15,4,576.39,20,1844.45
3096,1037,52,1,372.07,0,372.07
3097,1037,42,1,718.17,10,646.35
3098,1038,4,2,762.98,10,1373.36
3099,1039,30,4,1456.91,0,5827.64
3100,1039,62,4,328.48,20,1051.14
3101,1039,28,4,248.37,0,993.48
3102,1039,193,1,120.38,15,102.32
3103,1040,195,1,186.49,20,149.19
3104,1040,91,3,1253.55,0,3760.65
3105,1041,166,3,167.25,10,451.57
3106,1041,73,1,852.19,0,852.19
3107,1041,163,1,1196.38,5,1136.56
3108,1041,120,4,771.65,10,2777.94
3109,1041,135,2,786.74,10,1416.13
3110,1042,43,2,1309.93,20,2095.89
3111,1042,181,4,834.67,20,2670.94
3112,1042,31,1,180.68,15,153.58
3113,1042,6,2,888.01,15,1509.62
3114,1042,121,1,432.84,5,411.2
3115,1043,29,1,583.3,20,466.64
3116,1043,107,1,67.0,20,53.6
3117,1043,28,4,248.37,5,943.81
3118,1043,110,2,1066.09,5,2025.57
3119,1044,195,4,186.49,15,634.07
3120,1044,151,1,325.37,20,260.3
3121,1044,163,2,1196.38,15,2033.85
3122,1044,99,3,1297.46,5,3697.76
3123,1044,65,1,1493.18,15,1269.2
3124,1045,144,3,1104.6,20,2651.04
3125,1045,28,1,248.37,20,198.7
3126,1045,2,3,1018.28,10,2749.36
3127,1045,47,4,41.34,20,132.29
3128,1046,4,2,762.98,10,1373.36
3129,1047,50,2,364.63,15,619.87
3130,1047,197,2,1363.67,5,2590.97
3131,1047,35,1,454.68,15,386.48
3132,1048,10,4,1212.62,20,3880.38
3133,1048,99,3,1297.46,15,3308.52
3134,1048,155,3,1424.92,15,3633.55
3135,1048,172,4,373.36,0,1493.44
3136,1048,196,4,1188.2,15,4039.88
3137,1049,17,1,975.57,5,926.79
3138,1049,112,3,114.26,5,325.64
3139,1049,159,1,254.01,10,228.61
3140,1050,189,1,1049.15,15,891.78
3141,1051,38,1,738.02,15,627.32
3142,1051,100,1,1183.19,5,1124.03
3143,1051,19,2,1035.36,10,1863.65
3144,1052,167,3,695.01,5,1980.78
3145,1053,55,1,1476.41,20,1181.13
3146,1053,180,2,372.52,20,596.03
3147,1053,192,2,721.82,10,1299.28
3148,1054,75,1,1010.82,10,909.74
3149,1054,129,1,840.53,15,714.45
3150,1054,17,1,975.57,0,975.57
3151,1054,57,3,293.41,5,836.22
3152,1054,7,1,247.89,5,235.5
3153,1055,95,1,1327.36,15,1128.26
3154,1056,185,4,1110.52,10,3997.87
3155,1056,94,4,381.8,5,1450.84
3156,1056,196,2,1188.2,20,1901.12
3157,1056,183,3,384.59,5,1096.08
3158,1057,141,3,880.28,0,2640.84
3159,1057,24,1,218.05,10,196.25
3160,1057,1,4,419.79,15,1427.29
3161,1058,197,4,1363.67,0,5454.68
3162,1058,40,3,1420.95,15,3623.42
3163,1058,126,2,1047.57,20,1676.11
3164,1059,83,1,1335.67,5,1268.89
3165,1059,191,1,517.65,15,440.0
3166,1059,196,4,1188.2,10,4277.52
3167,1060,35,2,454.68,20,727.49
3168,1061,196,1,1188.2,10,1069.38
3169,1061,145,3,737.46,10,1991.14
3170,1061,128,2,336.07,15,571.32
3171,1062,196,4,1188.2,5,4515.16
3172,1063,188,1,198.61,5,188.68
3173,1063,99,3,1297.46,10,3503.14
3174,1064,195,3,186.49,15,475.55
3175,1064,189,4,1049.15,15,3567.11
3176,1064,95,2,1327.36,0,2654.72
3177,1064,198,3,857.26,0,2571.78
3178,1065,27,1,1136.12,20,908.9
3179,1065,7,4,247.89,0,991.56
3180,1065,118,3,323.17,15,824.08
3181,1065,53,3,154.43,15,393.8
3182,1066,165,1,518.43,5,492.51
3183,1066,193,1,120.38,15,102.32
3184,1066,59,3,1293.41,10,3492.21
3185,1066,124,2,374.82,20,599.71
3186,1066,171,1,375.79,5,357.0
3187,1067,76,3,1404.24,15,3580.81
3188,1067,19,2,1035.36,15,1760.11
3189,1067,78,1,405.15,5,384.89
3190,1067,129,2,840.53,10,1512.95
3191,1068,198,4,857.26,5,3257.59
3192,1068,193,4,120.38,5,457.44
3193,1068,101,3,1289.3,0,3867.9
3194,1069,107,1,67.0,15,56.95
3195,1069,110,4,1066.09,5,4051.14
3196,1069,65,2,1493.18,15,2538.41
3197,1069,35,1,454.68,5,431.95
3198,1070,54,4,705.87,15,2399.96
3199,1070,187,4,547.71,5,2081.3
3200,1070,141,3,880.28,20,2112.67
3201,1071,56,4,515.56,20,1649.79
3202,1071,136,4,125.45,20,401.44
3203,1072,105,1,769.01,10,692.11
3204,1073,134,2,1130.15,0,2260.3
3205,1073,101,3,1289.3,10,3481.11
3206,1073,152,2,424.6,10,764.28
3207,1073,174,1,280.94,10,252.85
3208,1073,60,1,1498.93,20,1199.14
3209,1074,198,4,857.26,0,3429.04
3210,1074,38,3,738.02,20,1771.25
3211,1074,122,4,1229.45,15,4180.13
3212,1074,52,3,372.07,0,1116.21
3213,1074,148,3,50.18,5,143.01
3214,1075,106,4,181.86,20,581.95
3215,1075,116,4,1019.2,15,3465.28
3216,1075,15,3,576.39,10,1556.25
3217,1076,41,1,1467.2,5,1393.84
3218,1076,112,3,114.26,5,325.64
3219,1076,20,2,1166.24,15,1982.61
3220,1077,104,2,113.44,15,192.85
3221,1077,192,2,721.82,5,1371.46
3222,1078,181,2,834.67,5,1585.87
3223,1079,124,1,374.82,0,374.82
3224,1079,27,4,1136.12,10,4090.03
3225,1080,110,1,1066.09,15,906.18
3226,1080,156,2,365.43,0,730.86
3227,1080,31,3,180.68,5,514.94
3228,1080,126,3,1047.57,0,3142.71
3229,1081,69,2,1441.56,0,2883.12
3230,1081,142,3,867.78,5,2473.17
3231,1081,104,1,113.44,15,96.42
3232,1082,3,1,638.66,5,606.73
3233,1082,54,4,705.87,20,2258.78
3234,1082,150,1,697.93,0,697.93
3235,1082,46,3,682.71,5,1945.72
3236,1082,48,4,20.71,10,74.56
3237,1083,20,1,1166.24,0,1166.24
3238,1083,16,4,539.35,15,1833.79
3239,1083,109,1,583.94,5,554.74
3240,1083,140,1,629.5,15,535.07
3241,1084,115,1,836.07,10,752.46
3242,1084,200,1,130.97,0,130.97
3243,1085,150,2,697.93,15,1186.48
3244,1085,51,4,207.14,5,787.13
3245,1085,54,3,705.87,10,1905.85
3246,1086,148,2,50.18,20,80.29
3247,1086,58,3,425.03,15,1083.83
3248,1086,29,4,583.3,5,2216.54
3249,1086,113,1,998.45,20,798.76
3250,1087,145,4,737.46,10,2654.86
3251,1087,9,3,576.09,0,1728.27
3252,1088,90,3,176.69,0,530.07
3253,1088,158,2,914.8,20,1463.68
3254,1089,33,2,245.66,15,417.62
3255,1089,119,2,490.15,20,784.24
3256,1090,41,1,1467.2,15,1247.12
3257,1091,90,1,176.69,10,159.02
3258,1091,167,4,695.01,0,2780.04
3259,1092,111,4,812.29,15,2761.79
3260,1092,184,4,1116.89,10,4020.8
3261,1093,117,3,458.42,10,1237.73
3262,1093,43,2,1309.93,20,2095.89
3263,1094,68,3,880.42,0,2641.26
3264,1094,160,4,1394.04,0,5576.16
3265,1094,192,4,721.82,10,2598.55
3266,1094,161,1,305.51,15,259.68
3267,1095,94,2,381.8,0,763.6
3268,1095,193,1,120.38,0,120.38
3269,1095,106,2,181.86,20,290.98
3270,1095,6,1,888.01,5,843.61
3271,1096,198,3,857.26,10,2314.6
3272,1096,20,2,1166.24,20,1865.98
3273,1097,72,3,69.22,20,166.13
3274,1098,9,3,576.09,5,1641.86
3275,1098,150,2,697.93,5,1326.07
3276,1098,58,2,425.03,0,850.06
3277,1098,45,2,604.5,5,1148.55
3278,1098,41,3,1467.2,0,4401.6
3279,1099,40,3,1420.95,10,3836.57
3280,1100,16,2,539.35,10,970.83
3281,1100,30,3,1456.91,10,3933.66
3282,1100,159,1,254.01,5,241.31
3283,1101,149,3,50.38,5,143.58
3284,1101,130,2,1204.11,5,2287.81
3285,1101,142,2,867.78,5,1648.78
3286,1101,144,3,1104.6,5,3148.11
3287,1102,42,1,718.17,20,574.54
3288,1102,152,1,424.6,10,382.14
3289,1102,110,2,1066.09,0,2132.18
3290,1102,34,2,276.19,10,497.14
3291,1103,24,1,218.05,15,185.34
3292,1103,42,3,718.17,20,1723.61
3293,1103,149,4,50.38,10,181.37
3294,1104,154,2,344.09,5,653.77
3295,1104,158,4,914.8,15,3110.32
3296,1104,35,2,454.68,0,909.36
3297,1104,15,4,576.39,15,1959.73
3298,1104,31,3,180.68,20,433.63
3299,1105,72,1,69.22,15,58.84
3300,1105,41,2,1467.2,20,2347.52
3301,1105,17,3,975.57,0,2926.71
3302,1106,53,2,154.43,5,293.42
3303,1106,115,4,836.07,15,2842.64
3304,1106,88,1,1158.97,5,1101.02
3305,1106,160,1,1394.04,15,1184.93
3306,1106,26,3,336.79,5,959.85
3307,1107,33,3,245.66,5,700.13
3308,1107,109,4,583.94,10,2102.18
3309,1107,71,4,1412.98,0,5651.92
3310,1107,122,2,1229.45,0,2458.9
3311,1108,109,1,583.94,0,583.94
3312,1108,31,2,180.68,20,289.09
3313,1108,115,3,836.07,10,2257.39
3314,1108,197,2,1363.67,10,2454.61
3315,1108,59,1,1293.41,5,1228.74
3316,1109,181,1,834.67,10,751.2
3317,1109,28,2,248.37,10,447.07
3318,1110,3,3,638.66,5,1820.18
3319,1110,82,2,164.34,0,328.68
3320,1110,25,1,1123.05,10,1010.75
3321,1111,171,4,375.79,15,1277.69
3322,1111,13,4,1059.81,5,4027.28
3323,1112,120,3,771.65,10,2083.45
3324,1112,155,2,1424.92,5,2707.35
3325,1112,33,1,245.66,20,196.53
3326,1113,61,3,1274.56,20,3058.94
3327,1113,182,1,502.88,20,402.3
3328,1113,66,2,452.09,0,904.18
3329,1113,161,3,305.51,20,733.22
3330,1113,173,4,574.69,15,1953.95
3331,1114,111,4,812.29,15,2761.79
3332,1115,51,4,207.14,10,745.7
3333,1115,54,1,705.87,10,635.28
3334,1115,61,1,1274.56,5,1210.83
3335,1115,194,3,1218.6,15,3107.43
3336,1115,44,3,1135.35,15,2895.14
3337,1116,15,3,576.39,20,1383.34
3338,1116,134,2,1130.15,20,1808.24
3339,1116,86,2,1358.95,10,2446.11
3340,1117,182,2,502.88,0,1005.76
3341,1117,123,3,344.71,15,879.01
3342,1117,35,4,454.68,5,1727.78
3343,1117,104,2,113.44,10,204.19
3344,1118,56,3,515.56,10,1392.01
3345,1118,200,1,130.97,20,104.78
3346,1118,164,4,648.28,5,2463.46
3347,1119,41,1,1467.2,20,1173.76
3348,1119,45,2,604.5,10,1088.1
3349,1119,47,4,41.34,5,157.09
3350,1119,90,3,176.69,15,450.56
3351,1119,3,2,638.66,20,1021.86
3352,1120,49,2,1359.08,0,2718.16
3353,1120,151,1,325.37,5,309.1
3354,1120,195,2,186.49,5,354.33
3355,1120,65,3,1493.18,0,4479.54
3356,1121,146,1,589.4,0,589.4
3357,1121,147,4,1262.35,15,4291.99
3358,1121,45,2,604.5,15,1027.65
3359,1122,35,4,454.68,15,1545.91
3360,1123,68,3,880.42,0,2641.26
3361,1124,93,4,1458.57,10,5250.85
3362,1124,111,1,812.29,0,812.29
3363,1124,50,2,364.63,20,583.41
3364,1124,48,1,20.71,0,20.71
3365,1124,18,1,374.77,20,299.82
3366,1125,63,2,13.21,20,21.14
3367,1125,95,2,1327.36,5,2521.98
3368,1126,77,1,1494.18,0,1494.18
3369,1126,119,2,490.15,15,833.25
3370,1127,178,1,1039.01,15,883.16
3371,1128,136,2,125.45,15,213.26
3372,1129,169,3,1380.23,15,3519.59
3373,1129,10,1,1212.62,15,1030.73
3374,1129,83,1,1335.67,15,1135.32
3375,1129,103,4,993.45,5,3775.11
3376,1130,73,3,852.19,0,2556.57
3377,1130,56,1,515.56,20,412.45
3378,1130,182,3,502.88,5,1433.21
3379,1130,135,4,786.74,5,2989.61
3380,1131,70,1,111.26,15,94.57
3381,1131,109,4,583.94,5,2218.97
3382,1132,173,2,574.69,5,1091.91
3383,1132,29,4,583.3,0,2333.2
3384,1133,165,3,518.43,10,1399.76
3385,1134,112,3,114.26,5,325.64
3386,1135,184,4,1116.89,10,4020.8
3387,1135,26,3,336.79,10,909.33
3388,1136,192,2,721.82,15,1227.09
3389,1137,119,4,490.15,20,1568.48
3390,1137,121,3,432.84,15,1103.74
3391,1138,193,2,120.38,10,216.68
3392,1138,9,3,576.09,5,1641.86
3393,1138,109,1,583.94,10,525.55
3394,1138,178,4,1039.01,0,4156.04
3395,1139,84,4,429.82,0,1719.28
3396,1139,88,1,1158.97,15,985.12
3397,1139,26,2,336.79,5,639.9
3398,1139,131,3,482.77,5,1375.89
3399,1140,44,3,1135.35,20,2724.84
3400,1141,114,3,1003.67,10,2709.91
3401,1141,79,1,1320.11,15,1122.09
3402,1142,57,3,293.41,15,748.2
3403,1142,69,3,1441.56,5,4108.45
3404,1143,100,1,1183.19,5,1124.03
3405,1143,147,3,1262.35,10,3408.34
3406,1143,66,3,452.09,5,1288.46
3407,1143,115,4,836.07,5,3177.07
3408,1143,146,4,589.4,20,1886.08
3409,1144,11,2,1459.94,20,2335.9
3410,1144,72,4,69.22,10,249.19
3411,1144,177,1,1082.91,0,1082.91
3412,1144,120,1,771.65,20,617.32
3413,1144,45,3,604.5,5,1722.82
3414,1145,87,3,641.13,5,1827.22
3415,1145,161,1,305.51,15,259.68
3416,1145,81,3,984.42,5,2805.6
3417,1145,124,3,374.82,20,899.57
3418,1145,190,1,28.28,0,28.28
3419,1146,200,3,130.97,15,333.97
3420,1146,57,1,293.41,10,264.07
3421,1146,123,4,344.71,15,1172.01
3422,1146,137,1,486.37,10,437.73
3423,1146,20,2,1166.24,15,1982.61
3424,1147,134,1,1130.15,15,960.63
3425,1147,68,4,880.42,0,3521.68
3426,1147,71,4,1412.98,10,5086.73
3427,1147,55,4,1476.41,10,5315.08
3428,1147,118,4,323.17,15,1098.78
3429,1148,174,2,280.94,15,477.6
3430,1148,100,1,1183.19,10,1064.87
3431,1149,178,3,1039.01,20,2493.62
3432,1149,23,1,599.49,0,599.49
3433,1149,133,2,674.41,15,1146.5
3434,1150,179,1,35.69,20,28.55
3435,1150,43,3,1309.93,10,3536.81
3436,1150,148,1,50.18,15,42.65
3437,1150,29,4,583.3,0,2333.2
